salespersonid,concat,year_order,sales,territoryid,name
283,David R Campbell,2011.0,57.6808,1,Northwest
283,David R Campbell,2011.0,4049.988,1,Northwest
283,David R Campbell,2011.0,10.373,1,Northwest
283,David R Campbell,2011.0,4049.988,1,Northwest
283,David R Campbell,2011.0,2024.994,1,Northwest
283,David R Campbell,2011.0,34.2,1,Northwest
283,David R Campbell,2011.0,2024.994,1,Northwest
276,Linda C Mitchell,2011.0,419.4589,4,Southwest
276,Linda C Mitchell,2011.0,2146.962,4,Southwest
276,Linda C Mitchell,2011.0,356.898,4,Southwest
276,Linda C Mitchell,2011.0,874.794,4,Southwest
276,Linda C Mitchell,2011.0,838.9178,4,Southwest
276,Linda C Mitchell,2011.0,419.4589,4,Southwest
277,Jillian  Carson,2011.0,17.1,3,Central
277,Jillian  Carson,2011.0,2039.994,3,Central
277,Jillian  Carson,2011.0,2024.994,3,Central
277,Jillian  Carson,2011.0,2024.994,3,Central
282,José Edvaldo Saraiva,2011.0,2624.382,6,Canada
282,José Edvaldo Saraiva,2011.0,4293.924,6,Canada
282,José Edvaldo Saraiva,2011.0,2936.2123,6,Canada
282,José Edvaldo Saraiva,2011.0,2516.7534,6,Canada
282,José Edvaldo Saraiva,2011.0,173.0424,6,Canada
282,José Edvaldo Saraiva,2011.0,1103.6292,6,Canada
282,José Edvaldo Saraiva,2011.0,40.373,6,Canada
282,José Edvaldo Saraiva,2011.0,40.373,6,Canada
282,José Edvaldo Saraiva,2011.0,1749.588,6,Canada
282,José Edvaldo Saraiva,2011.0,20.746,6,Canada
282,José Edvaldo Saraiva,2011.0,367.8764,6,Canada
282,José Edvaldo Saraiva,2011.0,2624.382,6,Canada
282,José Edvaldo Saraiva,2011.0,1258.3767,6,Canada
282,José Edvaldo Saraiva,2011.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2011.0,551.8146,6,Canada
282,José Edvaldo Saraiva,2011.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2011.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2011.0,367.8764,6,Canada
282,José Edvaldo Saraiva,2011.0,28.8404,6,Canada
282,José Edvaldo Saraiva,2011.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2011.0,1427.592,6,Canada
282,José Edvaldo Saraiva,2011.0,5248.764,6,Canada
282,José Edvaldo Saraiva,2011.0,1677.8356,6,Canada
282,José Edvaldo Saraiva,2011.0,535.7424,6,Canada
282,José Edvaldo Saraiva,2011.0,115.3616,6,Canada
282,José Edvaldo Saraiva,2011.0,535.7424,6,Canada
282,José Edvaldo Saraiva,2011.0,20.1865,6,Canada
282,José Edvaldo Saraiva,2011.0,1070.694,6,Canada
282,José Edvaldo Saraiva,2011.0,1258.3767,6,Canada
283,David R Campbell,2011.0,714.7043,1,Northwest
275,Michael G Blythe,2011.0,5.7,3,Central
275,Michael G Blythe,2011.0,11.4,3,Central
275,Michael G Blythe,2011.0,4079.988,3,Central
275,Michael G Blythe,2011.0,2024.994,3,Central
283,David R Campbell,2011.0,2146.962,1,Northwest
283,David R Campbell,2011.0,57.6808,1,Northwest
283,David R Campbell,2011.0,874.794,1,Northwest
283,David R Campbell,2011.0,838.9178,1,Northwest
283,David R Campbell,2011.0,713.796,1,Northwest
283,David R Campbell,2011.0,838.9178,1,Northwest
283,David R Campbell,2011.0,1749.588,1,Northwest
283,David R Campbell,2011.0,838.9178,1,Northwest
283,David R Campbell,2011.0,28.8404,1,Northwest
283,David R Campbell,2011.0,20.1865,1,Northwest
283,David R Campbell,2011.0,20.1865,1,Northwest
282,José Edvaldo Saraiva,2011.0,34.2,6,Canada
282,José Edvaldo Saraiva,2011.0,4049.988,6,Canada
282,José Edvaldo Saraiva,2011.0,2039.994,6,Canada
275,Michael G Blythe,2011.0,874.794,2,Northeast
275,Michael G Blythe,2011.0,86.5212,2,Northeast
275,Michael G Blythe,2011.0,183.9382,2,Northeast
275,Michael G Blythe,2011.0,838.9178,2,Northeast
275,Michael G Blythe,2011.0,419.4589,2,Northeast
275,Michael G Blythe,2011.0,357.1616,2,Northeast
275,Michael G Blythe,2011.0,838.9178,2,Northeast
275,Michael G Blythe,2011.0,5.1865,2,Northeast
275,Michael G Blythe,2011.0,40.373,2,Northeast
275,Michael G Blythe,2011.0,20.1865,2,Northeast
275,Michael G Blythe,2011.0,80.746,2,Northeast
282,José Edvaldo Saraiva,2011.0,2624.382,6,Canada
277,Jillian  Carson,2011.0,1677.8356,3,Central
277,Jillian  Carson,2011.0,100.9325,3,Central
277,Jillian  Carson,2011.0,357.1616,3,Central
277,Jillian  Carson,2011.0,20.1865,3,Central
277,Jillian  Carson,2011.0,838.9178,3,Central
277,Jillian  Carson,2011.0,1749.588,3,Central
277,Jillian  Carson,2011.0,10.373,3,Central
277,Jillian  Carson,2011.0,874.794,3,Central
277,Jillian  Carson,2011.0,86.5212,3,Central
275,Michael G Blythe,2011.0,4049.988,5,Southeast
275,Michael G Blythe,2011.0,4049.988,5,Southeast
275,Michael G Blythe,2011.0,5.7,5,Southeast
275,Michael G Blythe,2011.0,6074.982,5,Southeast
275,Michael G Blythe,2011.0,22.8,5,Southeast
278,Garrett R Vargas,2011.0,86.5212,6,Canada
278,Garrett R Vargas,2011.0,2146.962,6,Canada
278,Garrett R Vargas,2011.0,874.794,6,Canada
278,Garrett R Vargas,2011.0,419.4589,6,Canada
278,Garrett R Vargas,2011.0,40.373,6,Canada
278,Garrett R Vargas,2011.0,1677.8356,6,Canada
278,Garrett R Vargas,2011.0,838.9178,6,Canada
278,Garrett R Vargas,2011.0,419.4589,6,Canada
278,Garrett R Vargas,2011.0,25.9325,6,Canada
278,Garrett R Vargas,2011.0,20.1865,6,Canada
278,Garrett R Vargas,2011.0,874.794,6,Canada
278,Garrett R Vargas,2011.0,367.8764,6,Canada
281,Shu K Ito,2011.0,419.4589,4,Southwest
281,Shu K Ito,2011.0,357.1616,4,Southwest
281,Shu K Ito,2011.0,419.4589,4,Southwest
281,Shu K Ito,2011.0,713.796,4,Southwest
281,Shu K Ito,2011.0,1258.3767,4,Southwest
281,Shu K Ito,2011.0,838.9178,4,Southwest
281,Shu K Ito,2011.0,15.5595,4,Southwest
281,Shu K Ito,2011.0,80.746,4,Southwest
281,Shu K Ito,2011.0,367.8764,4,Southwest
281,Shu K Ito,2011.0,874.794,4,Southwest
281,Shu K Ito,2011.0,367.8764,4,Southwest
281,Shu K Ito,2011.0,28.8404,4,Southwest
281,Shu K Ito,2011.0,419.4589,4,Southwest
281,Shu K Ito,2011.0,1749.588,4,Southwest
281,Shu K Ito,2011.0,57.6808,4,Southwest
281,Shu K Ito,2011.0,874.794,4,Southwest
281,Shu K Ito,2011.0,874.794,4,Southwest
281,Shu K Ito,2011.0,60.5595,4,Southwest
281,Shu K Ito,2011.0,20.1865,4,Southwest
278,Garrett R Vargas,2011.0,419.4589,6,Canada
278,Garrett R Vargas,2011.0,838.9178,6,Canada
278,Garrett R Vargas,2011.0,57.6808,6,Canada
281,Shu K Ito,2011.0,1258.3767,4,Southwest
281,Shu K Ito,2011.0,1749.588,4,Southwest
281,Shu K Ito,2011.0,357.1616,4,Southwest
281,Shu K Ito,2011.0,80.746,4,Southwest
281,Shu K Ito,2011.0,183.9382,4,Southwest
281,Shu K Ito,2011.0,20.1865,4,Southwest
281,Shu K Ito,2011.0,57.6808,4,Southwest
281,Shu K Ito,2011.0,367.8764,4,Southwest
281,Shu K Ito,2011.0,874.794,4,Southwest
281,Shu K Ito,2011.0,419.4589,4,Southwest
281,Shu K Ito,2011.0,4293.924,4,Southwest
281,Shu K Ito,2011.0,40.373,4,Southwest
281,Shu K Ito,2011.0,1258.3767,4,Southwest
281,Shu K Ito,2011.0,15.5595,4,Southwest
281,Shu K Ito,2011.0,419.4589,4,Southwest
279,Tsvi Michael Reiter,2011.0,173.0424,5,Southeast
279,Tsvi Michael Reiter,2011.0,2097.2945,5,Southeast
279,Tsvi Michael Reiter,2011.0,356.898,5,Southeast
279,Tsvi Michael Reiter,2011.0,20.1865,5,Southeast
279,Tsvi Michael Reiter,2011.0,183.9382,5,Southeast
279,Tsvi Michael Reiter,2011.0,40.373,5,Southeast
279,Tsvi Michael Reiter,2011.0,1258.3767,5,Southeast
279,Tsvi Michael Reiter,2011.0,367.8764,5,Southeast
279,Tsvi Michael Reiter,2011.0,2624.382,5,Southeast
279,Tsvi Michael Reiter,2011.0,419.4589,5,Southeast
279,Tsvi Michael Reiter,2011.0,838.9178,5,Southeast
279,Tsvi Michael Reiter,2011.0,357.1616,5,Southeast
279,Tsvi Michael Reiter,2011.0,2146.962,5,Southeast
279,Tsvi Michael Reiter,2011.0,57.6808,5,Southeast
279,Tsvi Michael Reiter,2011.0,838.9178,5,Southeast
279,Tsvi Michael Reiter,2011.0,838.9178,5,Southeast
279,Tsvi Michael Reiter,2011.0,874.794,5,Southeast
279,Tsvi Michael Reiter,2011.0,57.6808,5,Southeast
279,Tsvi Michael Reiter,2011.0,40.373,5,Southeast
279,Tsvi Michael Reiter,2011.0,183.9382,5,Southeast
279,Tsvi Michael Reiter,2011.0,10.373,5,Southeast
275,Michael G Blythe,2011.0,1749.588,2,Northeast
275,Michael G Blythe,2011.0,419.4589,2,Northeast
275,Michael G Blythe,2011.0,838.9178,2,Northeast
275,Michael G Blythe,2011.0,838.9178,2,Northeast
275,Michael G Blythe,2011.0,28.8404,2,Northeast
283,David R Campbell,2011.0,4049.988,1,Northwest
283,David R Campbell,2011.0,57.6808,1,Northwest
283,David R Campbell,2011.0,4079.988,1,Northwest
283,David R Campbell,2011.0,2039.994,1,Northwest
283,David R Campbell,2011.0,20.1865,1,Northwest
283,David R Campbell,2011.0,40.373,1,Northwest
283,David R Campbell,2011.0,15.5595,1,Northwest
283,David R Campbell,2011.0,8099.976,1,Northwest
283,David R Campbell,2011.0,12149.964,1,Northwest
283,David R Campbell,2011.0,2039.994,1,Northwest
283,David R Campbell,2011.0,60.5595,1,Northwest
283,David R Campbell,2011.0,10124.97,1,Northwest
283,David R Campbell,2011.0,34.2,1,Northwest
279,Tsvi Michael Reiter,2011.0,1749.588,5,Southeast
279,Tsvi Michael Reiter,2011.0,838.9178,5,Southeast
279,Tsvi Michael Reiter,2011.0,419.4589,5,Southeast
279,Tsvi Michael Reiter,2011.0,1749.588,5,Southeast
279,Tsvi Michael Reiter,2011.0,419.4589,5,Southeast
279,Tsvi Michael Reiter,2011.0,419.4589,5,Southeast
279,Tsvi Michael Reiter,2011.0,1258.3767,5,Southeast
279,Tsvi Michael Reiter,2011.0,419.4589,5,Southeast
279,Tsvi Michael Reiter,2011.0,874.794,5,Southeast
279,Tsvi Michael Reiter,2011.0,183.9382,5,Southeast
283,David R Campbell,2011.0,2624.382,1,Northwest
283,David R Campbell,2011.0,419.4589,1,Northwest
283,David R Campbell,2011.0,419.4589,1,Northwest
275,Michael G Blythe,2011.0,419.4589,2,Northeast
275,Michael G Blythe,2011.0,838.9178,2,Northeast
275,Michael G Blythe,2011.0,183.9382,2,Northeast
275,Michael G Blythe,2011.0,838.9178,2,Northeast
275,Michael G Blythe,2011.0,1258.3767,2,Northeast
275,Michael G Blythe,2011.0,178.5808,2,Northeast
275,Michael G Blythe,2011.0,419.4589,2,Northeast
275,Michael G Blythe,2011.0,367.8764,2,Northeast
275,Michael G Blythe,2011.0,1749.588,2,Northeast
275,Michael G Blythe,2011.0,1749.588,2,Northeast
275,Michael G Blythe,2011.0,1258.3767,2,Northeast
275,Michael G Blythe,2011.0,419.4589,2,Northeast
275,Michael G Blythe,2011.0,4293.924,2,Northeast
277,Jillian  Carson,2011.0,1258.3767,4,Southwest
277,Jillian  Carson,2011.0,357.1616,4,Southwest
277,Jillian  Carson,2011.0,367.8764,4,Southwest
277,Jillian  Carson,2011.0,2146.962,4,Southwest
277,Jillian  Carson,2011.0,1749.588,4,Southwest
277,Jillian  Carson,2011.0,1677.8356,4,Southwest
277,Jillian  Carson,2011.0,838.9178,4,Southwest
277,Jillian  Carson,2011.0,2936.2123,4,Southwest
277,Jillian  Carson,2011.0,551.8146,4,Southwest
277,Jillian  Carson,2011.0,178.5808,4,Southwest
277,Jillian  Carson,2011.0,2516.7534,4,Southwest
277,Jillian  Carson,2011.0,367.8764,4,Southwest
277,Jillian  Carson,2011.0,367.8764,4,Southwest
277,Jillian  Carson,2011.0,713.796,4,Southwest
277,Jillian  Carson,2011.0,2097.2945,4,Southwest
277,Jillian  Carson,2011.0,838.9178,4,Southwest
277,Jillian  Carson,2011.0,838.9178,4,Southwest
277,Jillian  Carson,2011.0,2624.382,4,Southwest
277,Jillian  Carson,2011.0,4293.924,4,Southwest
277,Jillian  Carson,2011.0,3775.1301,4,Southwest
277,Jillian  Carson,2011.0,3499.176,4,Southwest
275,Michael G Blythe,2011.0,28.8404,3,Central
275,Michael G Blythe,2011.0,419.4589,3,Central
275,Michael G Blythe,2011.0,10.373,3,Central
275,Michael G Blythe,2011.0,838.9178,3,Central
277,Jillian  Carson,2011.0,874.794,4,Southwest
281,Shu K Ito,2011.0,2097.2945,4,Southwest
281,Shu K Ito,2011.0,183.9382,4,Southwest
281,Shu K Ito,2011.0,6998.352,4,Southwest
281,Shu K Ito,2011.0,367.8764,4,Southwest
281,Shu K Ito,2011.0,288.404,4,Southwest
281,Shu K Ito,2011.0,419.4589,4,Southwest
281,Shu K Ito,2011.0,3499.176,4,Southwest
281,Shu K Ito,2011.0,357.1616,4,Southwest
281,Shu K Ito,2011.0,6998.352,4,Southwest
281,Shu K Ito,2011.0,60.5595,4,Southwest
281,Shu K Ito,2011.0,2516.7534,4,Southwest
281,Shu K Ito,2011.0,1070.694,4,Southwest
281,Shu K Ito,2011.0,31.119,4,Southwest
281,Shu K Ito,2011.0,115.3616,4,Southwest
281,Shu K Ito,2011.0,2936.2123,4,Southwest
281,Shu K Ito,2011.0,1749.588,4,Southwest
281,Shu K Ito,2011.0,115.3616,4,Southwest
281,Shu K Ito,2011.0,838.9178,4,Southwest
281,Shu K Ito,2011.0,419.4589,4,Southwest
281,Shu K Ito,2011.0,4293.924,4,Southwest
281,Shu K Ito,2011.0,419.4589,4,Southwest
281,Shu K Ito,2011.0,178.5808,4,Southwest
281,Shu K Ito,2011.0,1258.3767,4,Southwest
281,Shu K Ito,2011.0,60.5595,4,Southwest
281,Shu K Ito,2011.0,419.4589,4,Southwest
281,Shu K Ito,2011.0,367.8764,4,Southwest
281,Shu K Ito,2011.0,80.746,4,Southwest
281,Shu K Ito,2011.0,367.8764,4,Southwest
275,Michael G Blythe,2011.0,86.5212,5,Southeast
275,Michael G Blythe,2011.0,2039.994,5,Southeast
275,Michael G Blythe,2011.0,34.2,5,Southeast
275,Michael G Blythe,2011.0,40.373,5,Southeast
275,Michael G Blythe,2011.0,6119.982,5,Southeast
275,Michael G Blythe,2011.0,40.373,5,Southeast
275,Michael G Blythe,2011.0,2039.994,5,Southeast
275,Michael G Blythe,2011.0,6074.982,5,Southeast
275,Michael G Blythe,2011.0,2039.994,5,Southeast
275,Michael G Blythe,2011.0,2024.994,5,Southeast
279,Tsvi Michael Reiter,2011.0,6074.982,5,Southeast
279,Tsvi Michael Reiter,2011.0,6119.982,5,Southeast
279,Tsvi Michael Reiter,2011.0,57.6808,5,Southeast
279,Tsvi Michael Reiter,2011.0,2039.994,5,Southeast
279,Tsvi Michael Reiter,2011.0,86.5212,5,Southeast
279,Tsvi Michael Reiter,2011.0,20.1865,5,Southeast
279,Tsvi Michael Reiter,2011.0,20.1865,5,Southeast
279,Tsvi Michael Reiter,2011.0,2039.994,5,Southeast
279,Tsvi Michael Reiter,2011.0,4079.988,5,Southeast
279,Tsvi Michael Reiter,2011.0,5.1865,5,Southeast
279,Tsvi Michael Reiter,2011.0,100.9325,5,Southeast
279,Tsvi Michael Reiter,2011.0,4079.988,5,Southeast
279,Tsvi Michael Reiter,2011.0,1445.1898,5,Southeast
279,Tsvi Michael Reiter,2011.0,714.7043,5,Southeast
279,Tsvi Michael Reiter,2011.0,722.5949,5,Southeast
279,Tsvi Michael Reiter,2011.0,10124.97,5,Southeast
279,Tsvi Michael Reiter,2011.0,12149.964,5,Southeast
279,Tsvi Michael Reiter,2011.0,11.4,5,Southeast
279,Tsvi Michael Reiter,2011.0,10124.97,5,Southeast
279,Tsvi Michael Reiter,2011.0,419.4589,5,Southeast
275,Michael G Blythe,2011.0,4079.988,3,Central
275,Michael G Blythe,2011.0,4049.988,3,Central
275,Michael G Blythe,2011.0,1445.1898,3,Central
275,Michael G Blythe,2011.0,10124.97,3,Central
275,Michael G Blythe,2011.0,1445.1898,3,Central
275,Michael G Blythe,2011.0,818.7,3,Central
275,Michael G Blythe,2011.0,809.76,3,Central
275,Michael G Blythe,2011.0,4079.988,3,Central
275,Michael G Blythe,2011.0,11.4,3,Central
275,Michael G Blythe,2011.0,6074.982,3,Central
282,José Edvaldo Saraiva,2011.0,8099.976,6,Canada
282,José Edvaldo Saraiva,2011.0,4049.988,6,Canada
282,José Edvaldo Saraiva,2011.0,6074.982,6,Canada
282,José Edvaldo Saraiva,2011.0,2024.994,6,Canada
279,Tsvi Michael Reiter,2011.0,183.9382,5,Southeast
279,Tsvi Michael Reiter,2011.0,86.5212,5,Southeast
279,Tsvi Michael Reiter,2011.0,419.4589,5,Southeast
279,Tsvi Michael Reiter,2011.0,838.9178,5,Southeast
279,Tsvi Michael Reiter,2011.0,838.9178,5,Southeast
279,Tsvi Michael Reiter,2011.0,874.794,5,Southeast
279,Tsvi Michael Reiter,2011.0,838.9178,5,Southeast
279,Tsvi Michael Reiter,2011.0,4293.924,5,Southeast
279,Tsvi Michael Reiter,2011.0,183.9382,5,Southeast
279,Tsvi Michael Reiter,2011.0,20.746,5,Southeast
278,Garrett R Vargas,2011.0,551.8146,6,Canada
278,Garrett R Vargas,2011.0,5.1865,6,Canada
278,Garrett R Vargas,2011.0,178.5808,6,Canada
278,Garrett R Vargas,2011.0,183.9382,6,Canada
278,Garrett R Vargas,2011.0,28.8404,6,Canada
278,Garrett R Vargas,2011.0,5.1865,6,Canada
278,Garrett R Vargas,2011.0,874.794,6,Canada
283,David R Campbell,2011.0,2039.994,1,Northwest
283,David R Campbell,2011.0,2024.994,1,Northwest
283,David R Campbell,2011.0,2024.994,1,Northwest
283,David R Campbell,2011.0,8099.976,1,Northwest
283,David R Campbell,2011.0,4079.988,1,Northwest
274,Stephen Y Jiang,2011.0,4049.988,1,Northwest
274,Stephen Y Jiang,2011.0,28.8404,1,Northwest
274,Stephen Y Jiang,2011.0,4049.988,1,Northwest
274,Stephen Y Jiang,2011.0,4079.988,1,Northwest
274,Stephen Y Jiang,2011.0,20.1865,1,Northwest
274,Stephen Y Jiang,2011.0,2039.994,1,Northwest
274,Stephen Y Jiang,2011.0,115.3616,1,Northwest
274,Stephen Y Jiang,2011.0,2039.994,1,Northwest
274,Stephen Y Jiang,2011.0,20.1865,1,Northwest
274,Stephen Y Jiang,2011.0,4079.988,1,Northwest
274,Stephen Y Jiang,2011.0,20.1865,1,Northwest
282,José Edvaldo Saraiva,2011.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2011.0,874.794,6,Canada
282,José Edvaldo Saraiva,2011.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2011.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2011.0,2146.962,6,Canada
282,José Edvaldo Saraiva,2011.0,551.8146,6,Canada
282,José Edvaldo Saraiva,2011.0,183.9382,6,Canada
282,José Edvaldo Saraiva,2011.0,2624.382,6,Canada
282,José Edvaldo Saraiva,2011.0,874.794,6,Canada
282,José Edvaldo Saraiva,2011.0,1070.694,6,Canada
282,José Edvaldo Saraiva,2011.0,178.5808,6,Canada
275,Michael G Blythe,2011.0,838.9178,2,Northeast
275,Michael G Blythe,2011.0,419.4589,2,Northeast
275,Michael G Blythe,2011.0,20.1865,2,Northeast
275,Michael G Blythe,2011.0,1258.3767,2,Northeast
275,Michael G Blythe,2011.0,20.1865,2,Northeast
275,Michael G Blythe,2011.0,183.9382,2,Northeast
275,Michael G Blythe,2011.0,874.794,2,Northeast
275,Michael G Blythe,2011.0,535.7424,2,Northeast
275,Michael G Blythe,2011.0,2146.962,2,Northeast
275,Michael G Blythe,2011.0,419.4589,2,Northeast
275,Michael G Blythe,2011.0,5.1865,2,Northeast
275,Michael G Blythe,2011.0,60.5595,2,Northeast
282,José Edvaldo Saraiva,2011.0,2024.994,6,Canada
282,José Edvaldo Saraiva,2011.0,4049.988,6,Canada
282,José Edvaldo Saraiva,2011.0,2039.994,6,Canada
282,José Edvaldo Saraiva,2011.0,2039.994,6,Canada
282,José Edvaldo Saraiva,2011.0,8099.976,6,Canada
282,José Edvaldo Saraiva,2011.0,4049.988,6,Canada
282,José Edvaldo Saraiva,2011.0,6074.982,6,Canada
282,José Edvaldo Saraiva,2011.0,1749.588,6,Canada
278,Garrett R Vargas,2011.0,838.9178,6,Canada
278,Garrett R Vargas,2011.0,838.9178,6,Canada
278,Garrett R Vargas,2011.0,2146.962,6,Canada
278,Garrett R Vargas,2011.0,1677.8356,6,Canada
278,Garrett R Vargas,2011.0,178.5808,6,Canada
278,Garrett R Vargas,2011.0,1258.3767,6,Canada
278,Garrett R Vargas,2011.0,713.796,6,Canada
278,Garrett R Vargas,2011.0,419.4589,6,Canada
278,Garrett R Vargas,2011.0,183.9382,6,Canada
278,Garrett R Vargas,2011.0,838.9178,6,Canada
278,Garrett R Vargas,2011.0,183.9382,6,Canada
278,Garrett R Vargas,2011.0,874.794,6,Canada
278,Garrett R Vargas,2011.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2011.0,11.4,6,Canada
282,José Edvaldo Saraiva,2011.0,2024.994,6,Canada
282,José Edvaldo Saraiva,2011.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2011.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2011.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2011.0,2624.382,6,Canada
282,José Edvaldo Saraiva,2011.0,28.8404,6,Canada
282,José Edvaldo Saraiva,2011.0,15.5595,6,Canada
282,José Edvaldo Saraiva,2011.0,28.8404,6,Canada
282,José Edvaldo Saraiva,2011.0,183.9382,6,Canada
282,José Edvaldo Saraiva,2011.0,40.373,6,Canada
282,José Edvaldo Saraiva,2011.0,20.1865,6,Canada
282,José Edvaldo Saraiva,2011.0,357.1616,6,Canada
282,José Edvaldo Saraiva,2011.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2011.0,1749.588,6,Canada
282,José Edvaldo Saraiva,2011.0,40.373,6,Canada
275,Michael G Blythe,2011.0,838.9178,2,Northeast
275,Michael G Blythe,2011.0,838.9178,2,Northeast
275,Michael G Blythe,2011.0,2097.2945,2,Northeast
275,Michael G Blythe,2011.0,419.4589,2,Northeast
275,Michael G Blythe,2011.0,357.1616,2,Northeast
275,Michael G Blythe,2011.0,1258.3767,2,Northeast
275,Michael G Blythe,2011.0,1749.588,2,Northeast
275,Michael G Blythe,2011.0,178.5808,2,Northeast
275,Michael G Blythe,2011.0,4293.924,2,Northeast
275,Michael G Blythe,2011.0,183.9382,2,Northeast
275,Michael G Blythe,2011.0,419.4589,2,Northeast
275,Michael G Blythe,2011.0,183.9382,2,Northeast
275,Michael G Blythe,2011.0,874.794,2,Northeast
276,Linda C Mitchell,2011.0,28.8404,4,Southwest
276,Linda C Mitchell,2011.0,419.4589,4,Southwest
276,Linda C Mitchell,2011.0,2624.382,4,Southwest
276,Linda C Mitchell,2011.0,838.9178,4,Southwest
280,Pamela O Ansman-Wolfe,2011.0,838.9178,1,Northwest
280,Pamela O Ansman-Wolfe,2011.0,419.4589,1,Northwest
280,Pamela O Ansman-Wolfe,2011.0,1749.588,1,Northwest
280,Pamela O Ansman-Wolfe,2011.0,838.9178,1,Northwest
